,id_not,title,description,pubDate,link,category,medium
10,10,Encuentran cadáver de desaparecido en el río Magdalena  | El Heraldo,"A las 8:25 de la mañana de este jueves miembros del cuerpo de la Defensa Civil Atlántico hallaron el cuerpo del joven que se encontraba desparecido desde la tarde del martes.
El hallazgo de  Wilfrido Osorio Miranda, de 19 años se dio específicamente a la altura de la entrada al caño de Soledad. “Desde las 6:30 a.m. se retomaron las labores de búsqueda por parte del grupo de rescate acuático  de la Defensa Civil. CTI  se encargará del levantamiento del cuerpo”, señaló a EL HERALDO el mayor Néstor Armando Rodríguez, director de la Defensa Civil en el departamento.
Hacia el mediodía de  ayer el equipo de socorro encontró también el cuerpo de  una adolescente de 17 años  quien había estado con el joven en aguas del río Magdalena, a  la altura de la isla Cabica.
De acuerdo con lo señalado por parientes, la adolescente y  Osorio Miranda “eran novios” y habían ido al rio para bañarse en compañía de otros amigos.
 “Estábamos jugando en el río y al ratico no los volvimos a ver. No sé si fue que se enredaron con algo, o si cayeron en un hueco, pero cuando nos percatarnos de la situación dimos aviso a las autoridades”, señaló un testigo.  
Se conoció que la pareja residía en el barrio Soledad 2000.",2020-07-30 13:45:56+00:00,https://www.elheraldo.co/judicial/encuentran-cadaver-de-desaparecido-en-el-rio-magdalena-746514,Judicial,El Heraldo
11,11,Banda ‘Gánsters de la clonación’ robó cerca de $300 millones | El Heraldo,"Tras más de un año de seguimiento, la Seccional de Investigación Criminal (Sijín) de la Policía del Atlántico y la Fiscalía lograron la captura de tres personas señaladas de robar hasta $300 millones a través de delitos informáticos.
Se trata de Daniel Clemente Julio Galarzo, Luis Fernando Medina Grau y Viena Carolina Marimón Salazar. Los tres integrarían un grupo de delincuencia común organizada denominado ‘los Gánsters de la clonación’.
De acuerdo con la Policía del Atlántico, las pesquisas incluyeron interceptaciones telefónicas, recolección y análisis de videos, reconocimiento en álbum fotográfico, búsqueda selectiva en base de datos y más acciones investigativas que permitieron la plena identificación de los tres integrantes principales de esta banda.
Sin embargo, la búsqueda reveló que los tres ‘Gánsters’ no trabajaban solos. Según la Policía, el grupo delincuencial operaba con ‘outsourcing’ criminal o subcontratando a recepcionistas y cajeros de restaurantes y hoteles, quienes, mediante la utilización de dispositivos ilegales instalados en los datáfonos, colaboraban en la clonación de la información de las bandas magnéticas de tarjetas, una modalidad de hurto llamada ‘skimming’.
Asimismo, los investigadores identificaron que, mediante suplantación de identidad y adquisición fraudulenta de información de clientes de bancos, los delincuentes creaban cuentas de ahorro paralelas en las que posteriormente consignaban el dinero producto del hurto informático.
Así habrían logrado robar dinero a más de 130 personas, con “ganancias criminales” de hasta $300 millones, con un accionar delictivo que se extendió a varios municipios del departamento.
La captura de Daniel Clemente Julio Galarzo, Luis Fernando Medina Grau y Viena Carolina Marimón Salazar se realizó en tres diligencias de allanamiento en la ciudad de Barranquilla y su área metropolitana, en las que también fueron incautadas nueve tarjetas de banda magnética, siete teléfonos celulares y documentación relacionada con el hurto por medios informáticos.
¿‘Skimming’? ¡Cuidado!
El ‘skimming’ es una modalidad de robo electrónico que consiste en robar la  información de las tarjetas de crédito o débito al momento de la transacción, para después reproducir o clonar dicha tarjeta, con fines de uso fraudulento.
De acuerdo con Freddy Torres Villar, experto en temas de comercio informático y gerente regional para la Costa de Incocrédito, la clonación de tarjetas vía ‘skimming’ depende del uso de tarjetas con bandas magnéticas en pagos por datáfonos, que están intervenidos con un lector que roba la información.
En ese sentido, Si bien asegura que la comisión de este delito “ha bajado mucho, pues el sistema financiero está emigrando al chip”, es necesario mantenerse alerta a la hora de utilizar el datáfono como método de pago.",2020-07-29 15:48:29+00:00,https://www.elheraldo.co/judicial/banda-gansters-de-la-clonacion-robo-cerca-de-300-millones-746238,Judicial,El Heraldo
12,12,De cuatro disparos asesinan a un hombre en Malambo | El Heraldo,"De los seis disparos que sicarios le propinaron a un hombre en el barrio San José de Malambo, la tarde de este miércoles,  solo cuatro alcanzaron su cuerpo y fueron suficientes para asesinarlo.
El hecho se registró según testigos, en momentos en los que el hombre, que respondía al nombre de Sair Gutiérrez Hoyos, de 31 años, fue atacado por sicarios cuando estaba en la terraza de su casa. 
“Dos hombres llegaron en una moto y dispararon a lo loco contra varias en el sector conocido como 5x10 acá Malambo, pero el ataque iba dirigido a él”, dijeron testigos.
Se conoció que el hecho dejo una persona  herida. También trascendió  que uno de los sicarios fue capturado por la Policía cuando huía del sitio donde habían disparado.
Varias versiones señalan que el homicidio de Gutiérrez Hoyos estaría relacionado con “un lío de tierras”.
“Después del crimen el barrio se puso revuelto, la Policía tuvo que venir a calmar los ánimos por la comunidad comenzó a exigir justicia partiendo botellas”, dijeron testigos a este medio.",2020-07-29 22:09:24+00:00,https://www.elheraldo.co/judicial/de-cuatro-disparos-asesinan-un-hombre-en-malambo-746393,Judicial,El Heraldo
13,13,La alegría de Edwin: reparan camión que había sido saqueado en la Cordialidad | El Heraldo,"Con las manos en la cabeza y con una sonrisa desde el corazón, Edwin García recibió, como nuevo, el camión por el que tanto había luchado. 20 días atrás, cuando transportaba un cargamento de pescado entre Barranquilla y Cartagena, un accidente de tránsito lo dejó sin herramientas para conseguir la manutención de su familia. Sin embargo, este lunes se reencontró con la esperanza.
En un taller de reparación de automotores en Soledad, el camión de Edwin fue “curado” sin que él tuviera que asumir ningún gasto. Así, al mediodía de este miércoles, el hombre volvió a conducir su camión, del que alguna vez dijo que representaba el sustento de sus hijas.
“El carro quedó prácticamente modelo 2020. Quedó lindo, lindo, gracias a Dios. Estoy sin palabras, el carro lo dice todo”, contó Edwin este jueves, desde la vía que conduce de Barranquilla a Santa Marta, montado en su camión.
El 9 de julio, a la altura del municipio de Arroyo de Piedra (Bolívar), el camión que conduce Edwin García se volcó en medio de la carretera y, aunque el accidente en sí no lo dejó tan destrozado, lo que ocurrió después generó pérdidas que no tenía cómo reponer.
Cuando el camión se volcó, habitantes del sector aprovecharon la situación para saquear en minutos, la carga de pescado, sin que las autoridades pudieran hacer algo para impedirlo. Edwin tampoco pudo hacer mucho, solo pedirle a los ladrones, con lágrimas en los ojos, que no destrozaran su camión. No dio mucho resultado.
“Lo que menos pensé es que la gente nos iba dañar el carro así. Pensé que nos iban a ayudar, y con unos machetes acabaron con el carro, me quitaron el sustento de mis hijas, mi capital, me dejaron con una mano adelante y otra atrás”, contó el hombre en su momento.
Si bien tras el incidente la Policía capturó a 12 personas vinculadas al hurto de la mercancía y a los daños al camión; lo ocurrido dejó a muchos ciudadanos indignados y a otros con el deseo de ayudar a Edwin de alguna manera. Entre los dispuestos a sacar la cara por los costeños de buen corazón se encontraban los propietarios y empleados del taller mecánico Collision Truck S.A.S, quienes contactaron a Edwin y le ofrecieron reparar su vehículo sin costo alguno.
“Yo lo iba a llevar a la aseguradora, pero el señor del taller me llamó y me dijo que lo llevara allá, que él me iba a ayudar. La empresa se hizo cargo de todo”, afirmó el conductor.
Para Jairo Carreño, representante legal de Collision Truck, el haber podido reparar el camión de Edwin fue un privilegio, pero también un duro trabajo que requirió del esfuerzo “titánico” de su equipo para lograr terminarlo en apenas dos semanas.
“Yo vi la noticia y al día siguiente empecé a buscar cómo contactar al señor. Empecé a mandar cadenas y me ubicaron el contacto. A medida que llegó el vehículo enseguida lo fuimos desarmando y fue una lucha titánica para repararlo. Trabajamos día y noche, fines de semana y toso. Fueron casi dos semanas trabajando duro. Fue un éxito de todo el grupo de trabajo y para la gloria de Dios porque todo encajó para que esto se hiciera realidad”, contó
Recalcó que él y su equipo están “para servirle a la gente” y por eso decidió que su taller asumiera el reto con todo el empeño. Explicó que el camión requirió trabajo de reparación de latonería y pintura en toda la cabina, también de un trabajo de reparación mecánica, electricidad y sistema de refrigeración.
“A ese carro no se le escatimó ni un bombillo, todo estaba totalmente nuevo. De eso se trataba. Íbamos a hacer las cosas bien y con toda la entrega”, recalcó.
Por su parte, Edwin García aseguró que, tras recibir su camión como nuevo, se siente “como niñito el 24 de diciembre. Feliz, feliz”. Dijo que ahora lo único que queda es trabajar y que continuará trasportando alimentos sin temor, porque “lo que pasó, pasó. Ahora vamos pa’lante”.",2020-07-29 21:33:42+00:00,https://www.elheraldo.co/judicial/la-alegria-de-edwin-reparan-camion-que-habia-sido-saqueado-en-la-cordialidad-746381,Judicial,El Heraldo
14,14,En video | Incendio consume una casa en La Central  | El Heraldo,"Bomberos y Policía ayudaron a extinguir un incendio que se generó al mediodía de este miércoles, en el interior de una vivienda  en el barrio La Central de Soledad.
Jessica ortíz, dueña de la vivienda, contó a este medio que las llamas se iniciaron en una de las habitaciones de la vivienda ubicada en la calle 68 con carrera 64, y en la que se encontraban cinco niños y un adulto.
“Me avisaron en el trabajo y yo salí corriendo a ver qué había pasado, cuando llegué encontré que toda la casa estaba quemada. Gracias a Dios los vecinos ayudaron a sacar a los niños y ninguno sufrió heridas”, contó la afectada a este medio.
 La mujer también manifestó que la pérdida material fue total, toda vez que las llamas consumió ropa, colchones y demás objetos.
“Aunque por fortuna los niños y las demás personas están bien, lamentamos mucho el hecho de que nos quedamos sin nada. Esta noche no sé dónde iremos a dormir, ni qué ropa vamos a ponernos”, dijo la mujer.
Los bomberos investigan las causas que originaron el incendio.",2020-07-29 21:20:08+00:00,https://www.elheraldo.co/judicial/en-video-incendio-consume-una-casa-en-la-central-746356,Judicial,El Heraldo
15,15,Un policía herido y dos capturados deja enfrentamiento en La Paz  | El Heraldo,"Un atraco en un bus en el barrio La Paz, fue el punto de inicio para que una patrulla del cuadrante iniciara una persecución contra los presuntos delincuentes y que terminó en un enfrentamiento entre los ladrones y los agentes, que dejó a uno de ellos heridos.
El hecho se registró la mañana de miércoles y según testigo, ladrones se habían subido a atracar a los pasajeros de un bus que se dirigía hacia la bajada de La Manga.
“Los ladrones se llevaron varios celulares y varias carteras, se bajaron del bus y se subieron a dos motos, pero los hombres no se percataron de que por la zona hacía ronda la patrulla del cuadrante”, contó un vecino del sector.
Es en ese momento cuando los policías emprenden la persecución y logran enfrentar a los motorizados y se produce un intercambio de disparos en la calle 105 con carrera 14. “El policía quedó herido en una de sus piernas y fue llevado rápidamente al PASO de La Manga para que le fueran brindados los primeros auxilios”, dijo otro testigo.
Tras la balacera, al lugar llegaron refuerzos quienes dieron con la captura de los presuntos ladrones quienes fueron llevados a las instalaciones de la URI de la Fiscalía.",2020-07-29 20:47:35+00:00,https://www.elheraldo.co/judicial/un-policia-herido-y-dos-capturados-deja-enfrentamiento-en-la-paz-746346,Judicial,El Heraldo
16,16,Denuncian que mujer lleva 16 días desaparecida | El Heraldo,"Preocupada se encuentra Analys Milena Infante Granado, quien lleva 16 días sin saber nada del paradero de su hermana Elizabeth, de 29 años, de quien dijo presenta problemas mentales.
La mujer, de nacionalidad venezolana, salió de su casa en el barrio Villa Olímpica, en Galapa, sin que su hermana se percatara de ello, y desde ese día no la ha vuelto a ver.
Según le informaron, Elizabeth fue vista por última vez en el sector de El Sinaí, en Soledad, donde aseguran que residentes se la entregaron a dos policías adscritos, quienes a su vez la habrían llevado a la Unidad de Servicios en Convivencia y Justicia, UCJ.
Sin embargo, la joven venezolana no aparece en ese lugar y tampoco en al Hospital Cari Mental, adonde la hermana también estuvo averiguando.
El caso está siendo investigado por la unidad de desaparecidos de la Fiscalía.",2020-07-29 20:27:58+00:00,https://www.elheraldo.co/judicial/denuncian-que-mujer-lleva-16-dias-desaparecida-746334,Judicial,El Heraldo
17,17,Hallan el cuerpo de una adolescente en el río Magdalena | El Heraldo,"Miembros del cuerpo de la Defensa Civil Atlántico hallaron hacia el mediodía de este miércoles el cuerpo sin vida de una adolescente de 17 años  que había sido reportada como desaparecida la tarde del marte, en momentos en los que se encontraba con un joven de 19 años en aguas del río Magdalena, a  la altura de la isla Cabica.
De acuerdo con lo señalado por parientes, la adolescente y el joven identificado como Wilfrido Osorio Miranda, de 19 años, “eran novios” y habían ido al rio para bañarse en compañía de otros amigos.
“Estábamos jugando en el río y al ratico no los volvimos a ver. No sé si fue que se enredaron con algo, o si cayeron en un hueco, pero cuando nos percatarnos de la situación dimos aviso a las autoridades”, señaló un testigo.  
Los organismos de socorro continúan  con la búsqueda  de Osorio Medina. Se conoció que la pareja residía en el barrio Soledad 2000.",2020-07-29 20:17:45+00:00,https://www.elheraldo.co/judicial/hallan-el-cuerpo-de-una-adolescente-en-el-rio-magdalena-746331,Judicial,El Heraldo
18,18,Caen 5 personas señaladas de integrar la banda ‘Los Rentner’ | El Heraldo,"Agentes de la Sijín desarticularon la banda ‘Los Rentner’ y capturaron a 5 personas señaladas de cometer homicidios y cobro de extorsiones en Barranquilla y Soledad.
El golpe se dio mediante diligencia de allanamiento y registro coordinado entre agentes de la unidad de la seccional de investigación criminal en coordinación con la fiscalía general de la nación.
El operativo dio con la captura de las personas conocidas como ‘Jhon Pico’, ‘Bobeiro’, ‘Greyson’, ‘Ricky’ y la captura en flagrancia de alias Ado por los delitos de homicidio agravado en concurso con homicidio agravado en grado de tentativa y fabricación tráfico y porte de arma de fuego o municiones.
En las diligencias también se logró la incautación de un arma de fuego tipo pistola calibre 9mm marca con proveedor y 12 cartuchos para la misma, además de un arma deportiva de fogueo tipo revolver, un arma cortopunzante tipo cuchillo y 155 gramos de marihuana.
Según el reporte de la Policía, el primer operativo se realizó en la carrera 7 con calle 7 barrio Primero de Mayo, en Soledad, donde se logró la captura  de una persona de 35 años, conocido como alias “Ricky” y  un  hombre de 32 años conocido como  “Greyson”. De igual forma en la carrera 55 con carrera 13 del mismo barrio se logró la captura de una persona  conocida  “Jhon Pico”.
En la carrera 7B con calle 2 barrio El Ferry de Barranquilla, se logró la captura alias “Bobeiro” y En la calle 5B con carrera 4  del barrio Primero de Mayo de Soledad, se logró la captura del de alias Ado.
Los capturados fueron dejados a disposición de la Fiscalía General de la Nación por los delitos de homicidio agravado en concurso con homicidio agravado en grado de tentativa y fabricación tráfico y porte de arma de fuego o municiones.",2020-07-29 18:32:17+00:00,https://www.elheraldo.co/judicial/caen-5-personas-senaladas-de-integrar-la-banda-los-rentner-746295,Judicial,El Heraldo
19,19,Tercera medida de aseguramiento para ‘Tommy Masacre’: otra vez a la Modelo | El Heraldo,"Un juez dictó medida de aseguramiento en el centro carcelario la Modelo a Tommy Yoel Zerpa Brito, alias 'Tommy Masacre', quien capturado la semana pasada en el barrio Las Malvinas, suroccidente de Barranquilla. En el pasado ya le habían dictado otras dos medidas de aseguramiento, también con detención en la cárcel Modelo de Barranquilla, las cuales incumplió. 
Durante la diligencia de imputación de cargos y solicitud de medida de aseguramiento, celebrada la mañana de este miércoles, el togado Segundo De Control de Garantías avaló la solicitud de la Fiscalía, quien acusó a ‘Tommy Masacre’ de porte y tráfico de drogas, porte de arma de fuego de uso privativo de las fuerzas militares.
Así las cosas, el despacho accedió a legalizar la orden de registro y allanamiento impartida por la Fiscalía 11 Seccional URI, realizada el pasado 21 de julio y su materialización, el 23 realizado en la vivienda donde se produjo la captura.
En la pasada audiencia de legalización de captura se impartió legalidad a la incautación de los elementos hallados de la diligencia que fueron: un arma de fuego tipo pistola marca Glock Poliguarpuro, color negro, 14  cartuchos calibre 9mm. – 14 bloques prensados contentivos de sustancia vegetal con características similares a la marihuana, un arma de fuego tipo fusil de color negro, un cargador de dicha arma y 29 cartuchos calibre 5.56 mm. También fue incautada un arma de fuego tipo pistola y un 1 cargador de dicha arma color plateado y nueve (9) cartuchos 9mm.
Sobre Zerpa Brito pesaban  dos medidas de aseguramiento vigentes y además, es sindicado del asesinato del tendero Gerardo Reyes, en el barrio Chiquinquirá, de Barranquilla, y del triple homicidio de Franklin y Pedro Sanjuanelo y Denis Herrán, en Santa Marta.",2020-07-29 17:15:22+00:00,https://www.elheraldo.co/judicial/tercera-medida-de-aseguramiento-para-tommy-masacre-otra-vez-la-modelo-746275,Judicial,El Heraldo
20,20,Pelea entre hermanos deja a uno de ellos herido | El Heraldo,"Una riña entre hermanos registrada la noche de este martes, dentro de una vivienda en el barrio Santa María, dejó como saldo a uno de ellos herido y a otro capturado.
El lesionado con arma blanca, según las autoridades fue identificado como José Gregorio Mendoza Gómez, de 33 años, quien presentó presenta tres heridas con puñal: dos en el pecho y una en las costillas que fueron originadas por su hermana.
De acuerdo con testigos, Mendoza  estaba peleando con su hermana, una mujer de 30 años e indocumentada, quien desenfunda arma blanca y lo hiere en repetidas ocasiones.
“La mujer intenta huir una vez  apuñala a su hermano, pero fue capturada por agentes de la patrulla del cuadrante  y fue trasladada a las instalaciones de la URI”, señaló el reporte de la Policía.
El herido, por su parte, fue trasladado al Camino del barrio Santa María, donde recibió atención médica.",2020-07-29 16:47:03+00:00,https://www.elheraldo.co/judicial/pelea-entre-hermanos-deja-uno-de-ellos-herido-746256,Judicial,El Heraldo
21,21,Tribunal pide a EEUU garantías para audiencias virtuales de Mancuso | El Heraldo,"La Sala de Justicia y Paz del Tribunal Superior del Distrito Judicial de Barranquilla con Funciones de Control de Garantías solicitó a EEUU la cooperación  para garantizar la participación virtual de  Salvatore Mancuso Gómez en las audiencias de formulación de imputación e imposición de medida de aseguramiento que se tienen programadas hasta julio de 2022.
 
A través de carta rogatoria, el Tribunal señala que el excomandante de las AUC, “se encuentra en un sitio de detención de menor seguridad en los Estados Unidos de América, luego de cumplir la sentencia que purgaba en ese país por el delito de narcotráfico, mientras se resuelvan las peticiones de extradición elevadas por diversas autoridades judiciales colombianas”, señala un comunicado expedido por la sala. 
 
Destaca la misiva que al haber culminado el periodo en prisión, “cesó el convenio de conexiones para audiencias virtuales” que desde el año pasado venía aplicándose con el auspicio del Ministerio de Justicia de Colombia.  
Mancuso, quien se encuentra detenido en la cárcel Irwin County, de Atlanta (Estados Unidos), debía asistir a una audiencia en pasado mayo, pero había dado positivo para coronavirus. Los cargos que se le iba a imputar la Fiscalía al ex jefe de las AUC estarían relacionados con hechos de violencia contra líderes sociales. Además, estaban citados otros 86 exparamilitares para esclarecer 286 hechos de violencia entre 1985 y 2006.
Las 122 cáceles federales de Estados Unidos fueron cerradas el pasado mes de marzo debido a la expansión de la pandemia de COVID-19, por lo que los detenidos no pueden recibir visitas de familiares ni abogados.",2020-07-29 15:02:24+00:00,https://www.elheraldo.co/judicial/tribunal-pide-eeuu-garantias-para-audiencias-virtuales-de-mancuso-746203,Judicial,El Heraldo
22,22,Capturan a tres señalados miembros de ‘los Costeños’: tenían una granada | El Heraldo,"La Policía Metropolitana de Barranquilla asegura haber dado un duro golpe a l grupo de delincuencia organizada ‘Los Costeños’, con la captura de uno d sus hombres, señalado de ordenar extorsiones y homicidios en el sector comercial de Barranquillita.
Se trata de Dency Jesús Escorcia Rojas, alias Visaje, a quien la Policía capturó en un operativo especial desarrollado a las 5:00 de la mañana de este miércoles, en coordinación con el Goes y el Gaula de la Policía, y en el cual también fueron capturados otros dos hombres identificados con los alias del Mamey y Nino.
En el operativo también fueron incautados un revólver y una granada de fragmentación, que harían parte del arsenal del grupo delincuencial, a quienes señalan de ser los responsables de extorsiones a comerciantes de la ciudad y los homicidios a quienes se opusieran al pago.
Alias Visaje llevaba cuatro días libre luego de que se le vencieran los términos de su más reciente proceso judicial; y tiene antecedentes por concierto agravado para el terrorismo (2011) porte, fabricación y tráfico de estupefacientes (2012), concierto agravado con fines terrorismo (2014), extorsión agravada (2016 y 2019) y uso de menores para la comisión del delito (2019).",2020-07-29 15:07:25+00:00,https://www.elheraldo.co/judicial/capturan-tres-senalados-miembros-de-los-costenos-tenian-una-granada-746208,Judicial,El Heraldo
23,31,Abogados de Saab dicen que él no ha cooperado con EEUU | El Heraldo,"La defensa del empresario colombiano Alex Naim Saab Morán, supuesto testaferro del presidente venezolano Nicolás Maduro, acusaron a EE. UU. de “falsedad integral” en su solicitud a Cabo Verde de facilitar su extradición, la cual ya fue avalada por el Gobierno del país africano y cuya última palabra la tiene la Justicia de ese país.
Según la impugnación presentada contra la decisión del Gobierno caboverdiano de autorizar la extradición de Saab, los abogados del empresario alegaron que Estados Unidos violó “el principio de lealtad penal” en el proceso que inició cuando Saab fue detenido el pasado 12 de junio. Ese día, su avión hizo escala para repostar en el Aeropuerto Internacional Amilcar Cabral de la isla de Sal, y allí fue capturado en respuesta a una petición de EE. UU., cursada a través de Interpol, por presunto lavado de activos a favor del régimen en Venezuela.
Desde entonces, Saab ha estado preso en Cabo Verde y su defensa –que ha presentado algunos cambios contundentes– ha interpuesto, uno tras otro, recursos para evitar la extradición a EE. UU.
El más reciente fue este mes, cuando los abogados de Saab radicaron un recurso de amparo ante el Tribunal Constitucional de Cabo Verde, así como un recurso de oposición a la autorización dada por el Ejecutivo a la extradición, interpuesto ante el Tribunal de Apelaciones de Barlavento, con sede en la isla de San Vicente, el cual debe tomar la decisión final.
En el recurso de oposición, los abogados sostienen que “los actos imputados” a Saab, contenidos en “la solicitud (de extradición) firmada por la Procuraduría General de la República de Cabo Verde y en los documentos entregados por Estados Unidos son todos falsos”.
La defensa afirmó que la idea de que el empresario colaboró y proporcionó a agentes de EE. UU. pruebas de sus supuestos delitos, como figura en la petición de extradición, es una “maniobra irrazonable para poner la extradición en ruta de colisión con Venezuela”.
El retrato de un “traidor”
Asimismo, los letrados acusaron a Washington de ofrecer un retrato de Saab “como traidor, cooperador y colaborador”, en “violación del principio de lealtad en los procesos penales”, pues el proceso de extradición en curso en Cabo Verde “es una prueba” de que su cliente “nunca ha brindado cooperación o colaboración a Estados Unidos”.
Indicaron que otra evidencia de la “falsedad” de esa supuesta cooperación es que, para ser verdad, el empresario “habría recibido un estatus especial, no sólo para él, sino para toda la familia”, que ya habrían sido “integrados en un programa de protección de testigos”.
“Nada de esto ha ocurrido”, aseguraron los abogados en el escrito. “Por el contrario, en los documentos entregados por EE. UU., la pena por delitos penales atribuidos en la extradición es de 20 años de prisión por cada uno de los cargos de la acusación”, lo que totalizaría “una pena máxima de 160 años” de cárcel.
El documento enfatiza que “los hechos reportados como ocurridos en Florida nunca han tenido lugar” y que Saab “nunca ha cometido ningún acto en territorio de Estados Unidos”.
En ese sentido, los abogados de Alex Saab rechazan la intención de EE. UU. de actuar más allá de su jurisdicción nacional, reclamando el derecho, con base en una supuesta “jurisdicción universal”, de arrestar y juzgar a ciudadanos extranjeros que residen en otros países por presuntos actos cometidos fuera del país norteamericano.
“Maduro no puede nombrarlo diplomático”. Tras la detención del empresario, Venezuela señaló que Saab es un ciudadano venezolano y un “agente”del Gobierno, que se hallaba “en tránsito” en Cabo Verde para regresar al país.
Con base en ello, la defensa ha dicho en varias ocasiones que Saab “tenía derecho a la inviolabilidad personal como enviado especial de Venezuela en tránsito por Cabo Verde”.
Sin embargo, este lunes el presidente del Tribunal Supremo de Justicia de Venezuela en el exilio, Miguel Ángel Martín, envió una carta a la ministra de Justicia de Cabo Verde, Janine Santos, en la que le advierte de la “ilegitimidad” de Nicolás Maduro para otorgar carácter de agente diplomático a Saab.
“La ilegitimidad de Nicolás Maduro Moros deriva del acto realizado de este alto tribunal en sentencia condenatoria del 15 de agosto de 2018 en juicio criminal relacionado con las contrataciones de obras públicas con la empresa Odebrecht”, se lee en la misiva.
Agrega que “no existe impedimento legal para la extradición de Alex Saab a Estados Unidos para que enfrente tales acusaciones, así como las resultas de las investigaciones que se adelantan por las conexiones con el narcotráfico y grupos terroristas como las FARC, ELN y Hezbolá, que tienen bases de operaciones en territorio venezolano”.",2020-07-28 12:29:41+00:00,https://www.elheraldo.co/judicial/abogados-de-saab-dicen-que-el-no-ha-cooperado-con-eeuu-745911,Judicial,El Heraldo
24,32,Incendio consume una carpintería en Chiquinquirá | El Heraldo,"El Cuerpo de Bomberos de Barranquilla atendió la mañana de este viernes un incendio que se generó en el interior de una carpintería ubicada en la carrera 33 con calle 45, en el barrio Chiquinquirá.
Alberto Lobo Cepeda, de 66 años y dueño de la carpintería, señaló que la conflagración se originó cerca de las 7:45 de la mañana y al parecer su origen estaría relacionado con un corto circuito. Las llamas consumieron en su totalidad el local, 
Hasta el lugar de los hechos llegaron dos máquinas de bomberos con varios uniformados quienes, en cuestión de minutos, lograron sofocar las llamas y evitaron que se trasladara a casas vecinas.
“Hubo mucho temor por parte de los vecinos ya que las llamas alcanzaron grandes alturas y el material que estaba en el interior de la carpintería era muy inflamable. Había por supuesto mucha madera, pinturas, espuma de mueblería, telas y demás químicos”, contó un testigo a este medio.
Otras personas indicaron que el humo, debido a que era muy tóxico, afectó a varios adultos mayores y niños, por lo que fueron atendidos por varios paramédicos.
Por su parte, Lobo Cepeda, el dueño del local, calcula que las pérdidas materiales, entre muebles y maquinaria, están valoradas en casi 300 millones de pesos.",2020-07-31 16:30:39+00:00,https://www.elheraldo.co/judicial/incendio-consume-una-carpinteria-en-chiquinquira-746859,Judicial,El Heraldo
25,33,Otras personas estarían vinculadas al crimen del abogado en Cartagena: Policía  | El Heraldo,"Como José Luis Pastrana Llanos, alias el Pastrana, de 27 años,  y Erick Andrés Berrio Espitia, alias el Pichui, de 28 años, fueron identificados los dos hombres que fueron capturados la tarde del jueves en Cartagena, por ser presuntamente autores materiales del asesinato de Sergio Andrés Díaz Barrios, un abogado, registrador auxiliar de la ciudad, en hechos ocurridos el pasado 16 de julio, en el barrio Los Alpes, en el suroriente de la capital de Bolívar.
En rueda de prensa la mañana de este viernes, alcalde de Cartagena, William Dau Chamat y el comandante de la Mecar, general Henry Sanabria Cely, ofrecieron  detalles de la investigación que llevó a la captura de los hombres.
En la intervención, el alto oficial señaló  que los móviles del homicidio no fue el atraco, sino que estaría relacionado “con la actividad que desarrollaba el abogado”
“Se analizaron los videos y se observa como el conductor de la moto obtiene un elemento en específico. Así mismo, se continúa con las investigaciones para establecer con certeza la identidad de las personas que habrían coparticipado en el homicidio, en calidad de determinadores, por cuanto más allá del hurto existiría un móvil distinto que involucraría otras personas”, detalló el general Sanabria.
Por su parte, el mandatario cartagenero destacó que las acciones de captura se lograron “por la participación de la comunidad que fue vital para dar con los perpetradores”.
En operativos simultáneos, ejecutados en vías principales de los barrios 13 de junio y el sector El Porvenir del barrio Olaya Herrera, policías de la Seccional de Investigación Criminal e Interpol, bajo la coordinación de la Fiscalía 51 Seccional URI, fueron quienes lograron la captura.
“Las labores investigativas, recolección de información, elementos materiales probatorios y análisis de videos de cámaras de seguridad, fueron suficientes para que se expidieran por parte del juzgado 16 Penal Municipal con funciones de control de garantías, las órdenes de captura en contra de los hombres, quienes serían los autores del homicidio”, señaló la institución en un comunicado. .
‘El Pastrana’ y  ‘Pichui’ fueron puestos a disposición de la Fiscalía, para iniciar las audiencias preliminares ante un juez de control de garantías.",2020-07-31 17:10:45+00:00,https://www.elheraldo.co/judicial/otras-personas-estarian-vinculadas-al-crimen-del-abogado-en-cartagena-policia-746866,Judicial,El Heraldo
